1	https://vm.tiktok.com/ZGdQMUccB/	45.7630625	4.8346875	Lyon	France	foodAndDrink	Venue,Food	Café du Jura
2	https://vm.tiktok.com/ZGdQMjpje/	52.4741875	4.8175625	Zaandam	Netherlands	architecture	Notable Building,Architecture,Iconic Landmark	Zaanse Schans Windmills
4	https://vm.tiktok.com/ZGdQM28p5/	52.1584375	4.4859375	Leiden	Netherlands	history	Museum,History,Iconic Landmark	Rijksmuseum van Oudheden (Temple of Taffeh)
5	https://vm.tiktok.com/ZGdQMjJW4/	51.4946875	4.2864375	Bergen op Zoom	Netherlands	history	Notable Building,History	Markiezenhof
6	https://www.instagram.com/reel/DdGaRYAhmLP/?stkn=MXIxNDVjMjVvbnUwdg==	34.9648125	139.0889375	Itō	Japan	architecture	Notable Building,Architecture,Hidden Gem	Hatoya Hotel
7	https://vm.tiktok.com/ZGdQMUeDm/	50.8494375	5.6963125	Maastricht	Netherlands	architecture	Bridge,Engineering,Iconic Landmark	Sint Servaasbrug
8	https://vm.tiktok.com/ZGdQMaBCr/	51.9199375	4.4893125	Rotterdam	Netherlands	hiddenGems	Notable Building,History,Hidden Gem	Blaak Station
9	https://vm.tiktok.com/ZGdQMNk4o/	52.3711875	4.8918125	Amsterdam	Netherlands	sacredSites	Religious Building,Hidden Gem,Faith	De Papegaai
10	https://vm.tiktok.com/ZGdQMFc2D/	52.1589375	4.4924375	Leiden	Netherlands	hiddenGems	District,Hidden Gem,Monument,History	Burgsteeg, Leiden
11	https://vm.tiktok.com/ZGdQMAnQB/	52.3670625	4.8931875	Amsterdam	Netherlands	architecture	Notable Building,Architecture,Iconic Landmark	Munttoren
12	https://vm.tiktok.com/ZGdQM8VKx/	59.3255625	18.0710625	Stockholm	Sweden	hiddenGems	Monument,Hidden Gem	Stockholm's Historic Pissoir
13	https://vm.tiktok.com/ZGdQMRb8H/	59.3296875	18.0704375	Stockholm	Sweden	history	Monument,History	Site of Gustav III's Assassination
14	https://vm.tiktok.com/ZGdQMYNQu/	59.3280625	18.0914375	Stockholm	Sweden	history	Museum,History,Iconic Landmark	Vasa Museum
15	https://vm.tiktok.com/ZGdQMBy63/	59.3230625	18.0728125	Stockholm	Sweden	hiddenGems	Hidden Gem,Iconic Landmark	Mårten Trotzigs Gränd
16	https://vm.tiktok.com/ZGdQMkULj/	59.3254375	18.0700625	Stockholm	Sweden	hiddenGems	Public Square,Hidden Gem	Stortorget, Gamla Stan
17	https://vm.tiktok.com/ZGdQMDMfc/	59.3246875	18.0700625	Stockholm	Sweden	history	Monument,History,Hidden Gem	Viking Rune Stone, Prästgatan
18	https://vm.tiktok.com/ZGdQMLQ5C/	55.6850625	12.5895625	Copenhagen	Denmark	sacredSites	Religious Building,Architecture,Baroque,Iconic Landmark	Frederik's Church (Marmorkirken)
19	https://vm.tiktok.com/ZGdQMPfpw/	55.9549375	-3.1890625	Edinburgh	United Kingdom	architecture	Notable Building,Architecture	St James Quarter
21	https://vm.tiktok.com/ZGdQMh46G/	51.2816875	1.0819375	Canterbury	United Kingdom	architecture	Notable Building,Architecture,Hidden Gem	King Street, Canterbury
22	https://vm.tiktok.com/ZGdQMkHSx/	48.8843125	2.3385625	Paris	France	architecture	Public Square,Architecture,Iconic Landmark	Place des Abbesses
